"etahat_0","etahat_1","cov_00","cov_01","cov_11","rdhat","rrhat","var_rd","var_rr","Estimator","Version","eta_0","eta_1","rd","rr","seed","m","n_trial","n_aux","p_resp","p_cens"
0.409371887066771,0.397984638220726,0.00412333342522188,0.000386197258506988,0.00656752387059046,-0.0113872488460454,0.972183608093762,0.00991846277879836,0.0579629806229504,"AIPW","Proposed",0.50554540588712,0.344298468960633,-0.161246936926487,0.681043611416992,1000001,20,500,500,0.5,0.3
0.474846122667397,0.56974690512891,0.00180218717839907,0.000921061197549991,0.00379110750816484,0.0949007824615135,1.19985586473449,0.00375117229146393,0.0185177123418941,"AIPW","Proposed",0.50878022598794,0.341842120234353,-0.166938105753587,0.671885625213855,1000001,20,5000,500,0.5,0.3
0.368506615609377,0.448148545191822,0.00520296431254237,2.45206108074811e-05,0.00905860342181725,0.0796419295824443,1.21612075932679,0.0142125265127447,0.122932542187031,"AIPW","Proposed",0.50554540588712,0.344298468960633,-0.161246936926487,0.681043611416992,1000001,20,500,5000,0.5,0.3
0.48154619903926,0.482105622087762,0.000694860625951292,7.1347070874373e-05,0.000776093205015685,0.000559423048502317,1.00116172248814,0.00132825968921823,0.00573430510112158,"AIPW","Proposed",0.50878022598794,0.341842120234353,-0.166938105753587,0.671885625213855,1000001,20,5000,5000,0.5,0.3
0.560969311556145,0.506305365055033,0.00480185876520446,0.000380166166256188,0.00648986386314893,-0.0546639465011129,0.90255447958557,0.010531390295841,0.030872746620791,"AIPW","Proposed",0.49907576568548,0.343349532205704,-0.155726233479775,0.687970756773001,1000002,20,500,500,0.5,0.3
0.466476863948651,0.351416384255307,0.000826191310523558,0.000411347574888412,0.00216308264041268,-0.115060479693344,0.753341508259646,0.00216657880115942,0.0092471921624599,"AIPW","Proposed",0.502495432649204,0.343807403602229,-0.158688029046975,0.68420005688339,1000002,20,5000,500,0.5,0.3
0.512980985609208,0.40087727186574,0.00404629958435122,2.97342770098933e-05,0.00959384172036743,-0.112103713743468,0.781466142238517,0.0135806727506989,0.045671382353922,"AIPW","Proposed",0.49907576568548,0.343349532205704,-0.155726233479775,0.687970756773001,1000002,20,500,5000,0.5,0.3
0.485994140008828,0.373943114406177,0.000279524950828152,2.77709763916594e-05,0.000673693025824628,-0.112051025602651,0.769439554146444,0.000897676023869461,0.00337205216910732,"AIPW","Proposed",0.502495432649204,0.343807403602229,-0.158688029046975,0.68420005688339,1000002,20,5000,5000,0.5,0.3
0.373507068223011,0.307358870349798,0.0075652234403757,0.000670104501371827,0.0112020141192242,-0.0661481978732128,0.822899742733336,0.0174270285568563,0.109112772182417,"AIPW","Proposed",0.5092423431452,0.341550217655471,-0.16769212548973,0.670702706192844,1000003,20,500,500,0.5,0.3
0.343812851038154,0.41230414286288,0.00178931012514368,0.00077239909943159,0.00691122372787103,0.068491291824726,1.19921097078807,0.00715573565415153,0.0645637420526915,"AIPW","Proposed",0.501293928040328,0.343679740428706,-0.157614187611622,0.68558528480931,1000003,20,5000,500,0.5,0.3
